Shoe,Colorway,Date,Player,Min,Points,Rebounds,Assists,Steals,Blocks
Nike Book 1,Nike Book 1,2024-03-22,Andrew Nembhard,33,17,5,5,0,0
Nike Book 1,Nike Book 1,2024-03-22,Scottie Wilbekin,27,15,4,4,3,0
Nike Book 1,Nike Book 1,2024-03-22,Nathan Sestina,10,0,0,0,0,0
Nike Book 1,Nike Book 1,2024-03-22,Devin Vassell,37,27,4,4,1,0
Nike Book 1,Nike Book 1,2024-03-22,Chris Jones,27,15,0,5,1,0
Nike Book 1,Nike Book 1,2024-03-22,Max Christie,16,0,2,0,0,0
Nike Book 1,Nike Book 1,2024-03-22,Nathan Reuvers,11,8,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-21,Devin Booker,31,30,4,2,0,0
Nike Book 1,Nike Book 1,2024-03-21,Mikal Bridges,33,24,6,2,1,0
Nike Book 1,Nike Book 1,2024-03-21,Franz Wagner,27,18,3,3,1,0
Nike Book 1,Nike Book 1,2024-03-21,Gary Harris,12,5,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-20,Devin Booker,34,18,9,11,2,0
Nike Book 1,Nike Book 1,2024-03-20,Damien Inglis,24,15,6,3,0,0
Nike Book 1,Nike Book 1,2024-03-20,Chris Jones,28,19,1,3,1,0
Nike Book 1,Nike Book 1,2024-03-20,Andrew Nembhard,26,7,0,3,0,0
Nike Book 1,Nike Book 1,2024-03-20,Scottie Wilbekin,22,18,0,2,1,0
Nike Book 1,Nike Book 1,2024-03-19,Alec Peters,30,19,5,1,0,0
Nike Book 1,Nike Book 1,2024-03-19,Franz Wagner,23,11,0,3,1,0
Nike Book 1,Nike Book 1,2024-03-19,Devin Vassell,36,19,6,3,3,0
Nike Book 1,Nike Book 1,2024-03-19,Keita Bates-Diop,4,2,1,1,1,0
Nike Book 1,Nike Book 1,2024-03-18,Max Christie,22,11,3,1,0,0
Nike Book 1,Nike Book 1,2024-03-18,Andrew Nembhard,31,9,0,4,1,0
Nike Book 1,Nike Book 1,2024-03-17,Devin Vassell,44,25,2,8,0,0
Nike Book 1,Nike Book 1,2024-03-17,Devin Booker,40,23,9,6,1,1
Nike Book 1,Nike Book 1,2024-03-17,Jusuf Nurkic,20,8,6,6,0,0
Nike Book 1,Nike Book 1,2024-03-17,Royce O'Neale,26,16,5,3,0,0
Nike Book 1,Nike Book 1,2024-03-17,Franz Wagner,30,22,8,4,0,1
Nike Book 1,Nike Book 1,2024-03-16,Max Christie,9,3,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-16,Andrew Nembhard,32,7,2,3,1,0
Nike Book 1,Nike Book 1,2024-03-16,Keita Bates-Diop,3,0,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-16,Mikal Bridges,29,7,7,4,0,0
Nike Book 1,Nike Book 1,2024-03-16,Nick Richards,29,11,11,0,1,1
Nike Book 1,Nike Book 1,2024-03-15,Devin Vassell,38,17,2,2,1,1
Nike Book 1,Nike Book 1,2024-03-15,P.J. Tucker,24,6,2,0,0,3
Nike Book 1,Nike Book 1,2024-03-15,Devin Booker,36,21,6,11,1,1
Nike Book 1,Nike Book 1,2024-03-15,Franz Wagner,30,19,7,4,2,0
Nike Book 1,Nike Book 1,2024-03-15,Gary Harris,25,6,1,0,0,1
Nike Book 1,Nike Book 1,2024-03-14,Tobias Harris,27,15,4,3,1,1
Nike Book 1,Nike Book 1,2024-03-14,Devin Booker,37,23,2,7,0,0
Nike Book 1,Nike Book 1,2024-03-14,Jusuf Nurkic,30,8,20,6,1,1
Nike Book 1,Nike Book 1,2024-03-14,Alec Peters,26,11,5,1,0,0
Nike Book 1,Nike Book 1,2024-03-14,Scottie Wilbekin,19,20,0,2,2,0
Nike Book 1,Nike Book 1,2024-03-14,Nathan Sestina,15,6,2,0,1,0
Nike Book 1,Nike Book 1,2024-03-14,Stefan Jovic,12,0,1,4,1,1
Nike Book 1,Nike Book 1,2024-03-13,Max Christie,9,2,1,1,0,0
Nike Book 1,Nike Book 1,2024-03-13,Jordan Nwora,21,12,2,0,3,0
Nike Book 1,Nike Book 1,2024-03-13,Keita Bates-Diop,2,0,0,0,0,0
Nike Book 1,Nike Book 1,2024-03-13,Gary Harris,29,13,2,1,1,1
Nike Book 1,Nike Book 1,2024-03-13,Franz Wagner,27,14,5,6,3,0
Nike Book 1,Nike Book 1,2024-03-13,Mikal Bridges,29,17,4,1,0,1
Nike Book 1,Nike Book 1,2024-03-13,Andrew Nembhard,29,8,3,2,0,1
Nike Book 1,Nike Book 1,2024-03-12,Ricky Council IV,6,4,0,0,0,1
Nike Book 1,Nike Book 1,2024-03-12,Tobias Harris,26,2,3,1,2,0
Nike Book 1,Nike Book 1,2024-03-12,Andrew Nembhard,27,14,4,5,1,0
Nike Book 1,Nike Book 1,2024-03-11,Devin Booker,38,27,6,7,0,1
Nike Book 1,Nike Book 1,2024-03-11,Jusuf Nurkic,29,9,8,0,0,1
Nike Book 1,Nike Book 1,2024-03-11,Jordan Nwora,16,5,7,1,0,1
Nike Book 1,Nike Book 1,2024-03-10,Max Christie,8,2,2,0,0,0
Nike Book 1,Nike Book 1,2024-03-10,Keita Bates-Diop,3,0,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-10,Mikal Bridges,34,25,5,5,3,0
Nike Book 1,Nike Book 1,2024-03-10,Tobias Harris,38,11,12,2,2,0
Nike Book 1,Nike Book 1,2024-03-10,Franz Wagner,29,13,4,2,2,0
Nike Book 1,Nike Book 1,2024-03-10,Andrew Nembhard,25,0,2,2,0,0
Nike Book 1,Nike Book 1,2024-03-09,Jordan Nwora,12,10,1,1,1,0
Nike Book 1,Nike Book 1,2024-03-09,Saben Lee,4,1,1,1,0,0
Nike Book 1,Nike Book 1,2024-03-09,Jusuf Nurkic,27,11,11,4,1,1
Nike Book 1,Nike Book 1,2024-03-09,Mikal Bridges,40,19,2,4,1,0
Nike Book 1,Nike Book 1,2024-03-08,Max Christie,3,0,0,0,0,0
Nike Book 1,Nike Book 1,2024-03-08,Chuma Okeke,3,2,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-08,Franz Wagner,34,13,4,0,1,0
Nike Book 1,Nike Book 1,2024-03-07,Keita Bates-Diop,4,2,2,1,1,0
Nike Book 1,Nike Book 1,2024-03-07,Mikal Bridges,43,13,1,7,1,0
Nike Book 1,Nike Book 1,2024-03-07,Trendon Watford,11,6,2,0,0,0
Nike Book 1,Nike Book 1,2024-03-07,Andrew Nembhard,30,7,6,3,1,0
Nike Book 1,Nike Book 1,2024-03-07,Jusuf Nurkic,26,7,14,5,0,2
Nike Book 1,Nike Book 1,2024-03-07,Bol Bol,16,11,8,0,1,0
Nike Book 1,Nike Book 1,2024-03-07,Jared Harper,8,0,0,4,2,0
Nike Book 1,Nike Book 1,2024-03-07,Damien Inglis,29,13,6,2,3,0
Nike Book 1,Nike Book 1,2024-03-07,Nicolas Laprovittola,20,13,2,7,0,0
Nike Book 1,Nike Book 1,2024-03-07,Nathan Sestina,7,2,2,0,0,0
Nike Book 1,Nike Book 1,2024-03-07,Scottie Wilbekin,22,12,2,1,1,0
Nike Book 1,Nike Book 1,2024-03-06,Max Christie,10,3,2,1,0,0
Nike Book 1,Nike Book 1,2024-03-05,Jusuf Nurkic,29,7,12,6,2,2
Nike Book 1,Nike Book 1,2024-03-05,Royce O'Neale,39,8,5,6,0,0
Nike Book 1,Nike Book 1,2024-03-05,Saben Lee,12,4,3,2,0,0
Nike Book 1,Nike Book 1,2024-03-05,Andrew Nembhard,24,10,3,5,1,0
Nike Book 1,Nike Book 1,2024-03-05,Jordan Nwora,19,9,6,1,0,1
Nike Book 1,Nike Book 1,2024-03-05,Chuma Okeke,0,0,0,0,0,0
Nike Book 1,Nike Book 1,2024-03-05,Franz Wagner,30,8,3,2,1,0
Nike Book 1,Nike Book 1,2024-03-05,Mikal Bridges,38,15,6,4,0,0
Nike Book 1,Nike Book 1,2024-03-05,Keita Bates-Diop,5,2,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-04,Max Christie,5,3,1,0,0,0
Nike Book 1,Nike Book 1,2024-03-04,Mikal Bridges,39,14,5,5,2,0
Nike Book 1,Nike Book 1,2024-03-03,Jusuf Nurkic,32,14,31,4,0,1
Nike Book 1,Nike Book 1,2024-03-03,Royce O'Neale,33,9,3,4,0,2
Nike Book 1,Nike Book 1,2024-03-03,Andrew Nembhard,21,7,3,1,3,0
Nike Book 1,Nike Book 1,2024-03-03,Franz Wagner,28,13,8,1,0,2
Nike Book 1,Nike Book 1,2024-03-03,Ausar Thompson,33,8,6,1,3,1
Nike Book 1,Nike Book 1,2024-03-02,Jusuf Nurkic,17,7,10,5,1,1
Nike Book 1,Nike Book 1,2024-03-02,Devin Booker,38,24,2,5,1,0
Nike Book 1,Nike Book 1,2024-03-02,Saben Lee,6,1,0,1,0,0
Nike Book 1,Nike Book 1,2024-03-02,Mikal Bridges,38,38,5,2,2,1
Nike Book 1,Nike Book 1,2024-03-02,Keita Bates-Diop,2,0,0,0,0,0
Nike Book 1,Nike Book 1,2024-03-01,Andrew Nembhard,30,10,0,4,2,0
Nike Book 1,Nike Book 1,2024-02-29,Max Christie,8,3,0,1,0,0
Nike Book 1,Nike Book 1,2024-02-29,Devin Booker,39,35,7,3,1,1
Nike Book 1,Nike Book 1,2024-02-29,Nick Richards,26,9,8,0,0,0
Nike Book 1,Nike Book 1,2024-02-29,Jordan Clarkson,35,5,5,7,2,0
Nike Book 1,Nike Book 1,2024-02-29,Mikal Bridges,33,15,7,5,1,1
Nike Book 1,Nike Book 1,2024-02-29,Keita Bates-Diop,6,4,0,0,0,0
Nike Book 1,Nike Book 1,2024-02-29,Jared Harper,14,5,1,0,0,0
Nike Book 1,Nike Book 1,2024-02-28,Max Christie,0,0,0,0,0,0
Nike Book 1,Nike Book 1,2024-02-28,Andrew Nembhard,28,8,4,1,1,0
Nike Book 1,Nike Book 1,2024-02-27,Jordan Clarkson,22,6,1,7,1,0
Nike Book 1,Nike Book 1,2024-02-25,Jordan Clarkson,32,22,2,10,0,0
Nike Book 1,Nike Book 1,2024-02-25,Devin Booker,38,21,3,9,1,0
Nike Book 1,Nike Book 1,2024-02-23,Devin Booker,36,25,5,2,1,1
Nike Book 1,Nike Book 1,2024-02-23,Tyler Herro,30,15,6,3,0,1
Nike Book 1,Nike Book 1,2024-02-22,Jordan Clarkson,34,15,8,4,1,0
Nike Book 1,Nike Book 1,2024-02-22,Shake Milton,9,2,0,0,0,0
Nike Book 1,Nike Book 1,2024-02-22,Devin Booker,39,35,5,8,1,0
Nike Book 1,Nike Book 1,2024-02-22,Saben Lee,6,0,2,2,0,0
Nike Book 1,Nike Book 1,2024-02-18,Devin Booker,19,15,4,7,2,0
Nike Book 1,Nike Book 1,2024-02-15,Jordan Clarkson,33,13,2,9,0,0
Nike Book 1,Nike Book 1,2024-02-14,Jordan Clarkson,32,17,3,5,0,0
Nike Book 1,Nike Book 1,2024-02-14,Saben Lee,23,16,6,2,4,0
Nike Book 1,Nike Book 1,2024-02-14,Devin Booker,5,7,1,1,1,0
Nike Book 1,Nike Book 1,2024-02-13,Devin Booker,38,25,3,9,3,0
Nike Book 1,Nike Book 1,2024-02-12,Jordan Clarkson,32,22,4,1,0,1
Nike Book 1,Nike Book 1,2024-02-10,Devin Booker,38,32,4,6,1,1
Nike Book 1,Nike Book 1,2024-02-08,Saben Lee,1,0,0,0,0,0
Nike Book 1,Nike Book 1,2024-02-08,Jordan Clarkson,32,13,1,4,0,0
Nike Book 1,Nike Book 1,2024-02-06,Devin Booker,37,32,1,4,0,0
Nike Book 1,Nike Book 1,2024-02-04,Devin Booker,25,14,1,6,0,0
Nike Book 1,Nike Book 1,2024-02-02,Devin Booker,38,24,6,4,1,0
Nike Book 1,Nike Book 1,2024-01-31,Devin Booker,36,22,3,8,2,1
Nike Book 1,Nike Book 1,2024-01-29,Devin Booker,40,22,8,7,1,1
Nike Book 1,Nike Book 1,2024-01-28,Devin Booker,36,44,4,3,1,2
Nike Book 1,Nike Book 1,2024-01-26,Devin Booker,38,62,5,4,1,2
Nike Book 1,Nike Book 1,2024-01-26,Jusuf Nurkic,20,2,4,5,3,0
Nike Book 1,Nike Book 1,2024-01-24,Devin Booker,34,46,7,3,2,0
Nike Book 1,Nike Book 1,2024-01-24,Cameron Payne,13,5,2,0,1,0
Nike Book 1,Nike Book 1,2024-01-22,Devin Booker,40,16,4,5,1,0
Nike Book 1,Nike Book 1,2024-01-22,Saben Lee,5,2,2,1,0,0
Nike Book 1,Nike Book 1,2024-01-21,Devin Booker,35,26,6,8,2,0
Nike Book 1,Nike Book 1,2024-01-19,Devin Booker,37,52,4,5,0,0
Nike Book 1,Nike Book 1,2024-01-16,Devin Booker,38,16,4,11,0,0
Nike Book 1,Nike Book 1,2024-01-15,Andrew Nembhard,23,14,0,4,1,0
Nike Book 1,Nike Book 1,2024-01-14,Devin Booker,39,34,6,7,0,0
Nike Book 1,Nike Book 1,2024-01-14,Josh Okogie,7,0,1,0,0,0
Nike Book 1,Nike Book 1,2024-01-11,Devin Booker,33,31,5,5,3,0
Nike Book 1,Nike Book 1,2024-01-11,Josh Okogie,11,5,0,0,1,0
Nike Book 1,Nike Book 1,2024-01-10,Cory Joseph,17,2,3,2,0,0
Nike Book 1,Nike Book 1,2024-01-10,Andrew Nembhard,26,2,2,5,2,0
Nike Book 1,Nike Book 1,2024-01-08,Devin Booker,34,20,0,5,0,0
Nike Book 1,Nike Book 1,2024-01-08,Josh Okogie,17,4,1,2,3,0
Nike Book 1,Nike Book 1,2024-01-08,Saben Lee,5,2,1,0,0,0
Nike Book 1,Nike Book 1,2024-01-08,Andrew Nembhard,12,9,0,3,0,0
Nike Book 1,Nike Book 1,2024-01-07,Josh Okogie,13,6,1,2,2,0
Nike Book 1,Nike Book 1,2024-01-07,Devin Booker,37,24,0,8,2,1
Nike Book 1,Nike Book 1,2024-01-07,Saben Lee,4,1,1,0,0,1
Nike Book 1,Nike Book 1,2024-01-05,Josh Okogie,24,7,2,4,3,2
Nike Book 1,Nike Book 1,2024-01-05,Devin Booker,34,20,5,10,2,0
Nike Book 1,Nike Book 1,2024-01-05,Saben Lee,1,0,0,0,1,0
Nike Book 1,Nike Book 1,2024-01-03,Tyler Herro,27,21,6,4,3,0
Nike Book 1,Nike Book 1,2024-01-03,Devin Booker,37,35,2,6,0,0
Nike Book 1,Nike Book 1,2024-01-03,Mikal Bridges,36,15,4,3,1,1
Nike Book 1,Nike Book 1,2024-01-02,Mikal Bridges,29,13,3,2,0,0
Nike Book 1,Nike Book 1,2024-01-01,Devin Booker,30,10,8,6,1,0
Nike Book 1,Nike Book 1,2023-12-31,Devin Booker,36,21,4,5,3,0
Nike Book 1,Nike Book 1,2023-12-30,Tyler Herro,38,25,6,6,1,1
Nike Book 1,Nike Book 1,2023-12-29,Devin Booker,36,35,4,7,0,1
Nike Book 1,Nike Book 1,2023-12-27,Devin Booker,35,20,4,7,2,0
Nike Book 1,Nike Book 1,2023-12-27,Jusuf Nurkic,14,8,10,0,0,2
Nike Book 1,Nike Book 1,2023-12-26,Mikal Bridges,39,21,4,3,0,0
Nike Book 1,Nike Book 1,2023-12-25,Devin Booker,40,20,3,10,1,1
Nike Book 1,Nike Book 1,2023-12-23,Mikal Bridges,32,29,6,7,1,1
Nike Book 1,Nike Book 1,2023-12-22,Mikal Bridges,29,14,3,6,0,0
Nike Book 1,Nike Book 1,2023-12-22,Devin Booker,36,24,4,7,0,0
Nike Book 1,Nike Book 1,2023-12-20,Mikal Bridges,32,15,5,2,2,0
Nike Book 1,Nike Book 1,2023-12-19,Devin Booker,37,26,3,7,0,0
Nike Book 1,Nike Book 1,2023-12-19,Jusuf Nurkic,30,9,13,3,2,2
Nike Book 1,Nike Book 1,2023-12-17,Jusuf Nurkic,30,6,17,5,1,1
Nike Book 1,Nike Book 1,2023-12-17,Devin Booker,41,27,4,8,1,1
Nike Book 1,Nike Book 1,2023-12-15,Jusuf Nurkic,29,21,12,2,1,0
Nike Book 1,Nike Book 1,2023-12-15,Grayson Allen,35,13,2,1,2,1
Nike Book 1,Nike Book 1,2023-12-15,Devin Booker,36,28,2,9,0,0
Nike Book 1,Nike Book 1,2023-12-13,Jusuf Nurkic,31,15,22,3,0,2
Nike Book 1,Nike Book 1,2023-12-13,Devin Booker,40,34,6,12,0,0
Nike Book 1,Nike Book 1,2023-12-12,Devin Booker,36,32,4,7,1,1
Nike Book 1,Nike Book 1,2023-12-08,Devin Booker,37,28,7,7,1,0
Nike Book 1,Nike Book 1,2023-12-05,Devin Booker,37,21,11,6,1,1
Nike Book 1,Nike Book 1,2023-12-02,Devin Booker,37,34,10,7,1,0
Nike Book 1,Nike Book 1,2023-11-29,Devin Booker,32,8,5,5,0,0
Nike Book 1,Nike Book 1,2023-11-26,Devin Booker,37,28,5,11,0,2
Nike Book 1,Nike Book 1,2023-11-24,Devin Booker,33,40,5,4,4,1
Nike Book 1,Nike Book 1,2023-11-22,Devin Booker,31,25,8,10,1,0
Nike Book 1,Nike Book 1,2023-11-21,Devin Booker,33,28,3,6,1,1
Nike Book 1,Nike Book 1,2023-11-19,Devin Booker,40,26,5,8,0,1
Nike Book 1,Nike Book 1,2023-11-17,Devin Booker,31,24,4,15,0,0
Nike Book 1,Nike Book 1,2023-11-15,Devin Booker,25,31,4,5,0,0
Nike Book 1,Nike Book 1,2023-11-02,Devin Booker,35,31,9,13,0,0
Nike Book 1,Nike Book 1,2023-10-24,Devin Booker,36,32,6,8,1,0
adidas Dame 9,adidas Dame 9,2025-04-27,Damian Lillard,6,0,2,2,0,0
adidas Dame 9,adidas Dame 9,2025-04-27,Andre Jackson Jr.,3,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-25,Damian Lillard,31,7,3,5,2,2
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-25,Tomas Satoransky,22,9,3,5,1,1
adidas Dame 9,adidas Dame 9,2025-04-25,Alex Abrines,13,3,1,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-24,Kostas Sloukas,20,9,1,4,1,0
adidas Dame 9,adidas Dame 9 Bape,2025-04-24,Collin Malcolm,17,8,4,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-24,Wade Baldwin IV,24,11,3,4,0,0
adidas Dame 9,adidas Dame 9,2025-04-24,Marko Guduric,20,13,1,5,0,0
adidas Dame 9,adidas Dame 9,2025-04-24,Devon Hall,18,9,1,2,1,0
adidas Dame 9,adidas Dame 9,2025-04-23,Braxton Key,3,0,0,0,0,2
adidas Dame 9,adidas Dame 9,2025-04-23,Alex Abrines,14,5,1,1,0,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-23,Tomas Satoransky,24,2,5,2,2,0
adidas Dame 9,adidas Dame 9,2025-04-22,Kostas Sloukas,26,13,2,4,0,0
adidas Dame 9,adidas Dame 9,2025-04-22,Collin Malcolm,15,6,3,1,0,1
adidas Dame 9,adidas Dame 9,2025-04-22,Wade Baldwin IV,20,15,0,2,3,0
adidas Dame 9,adidas Dame 9,2025-04-22,Sertac Sanli,7,0,4,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-22,Devon Hall,26,13,3,4,0,0
adidas Dame 9,adidas Dame 9,2025-04-22,Damian Lillard,36,14,3,7,0,0
adidas Dame 9,adidas Dame 9,2025-04-22,Marko Guduric,16,0,1,3,0,0
adidas Dame 9,adidas Dame 9,2025-04-20,Dillon Jones,7,2,1,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-18,Dyson Daniels,44,11,10,4,3,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-18,Shabazz Napier,22,19,4,3,2,0
adidas Dame 9,adidas Dame 9,2025-04-15,Ognjen Dobric,2,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-15,Codi Miller-McIntyre,40,13,7,8,3,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-15,Shabazz Napier,13,4,1,3,0,0
adidas Dame 9,adidas Dame 9 Bape,2025-04-15,Collin Malcolm,17,5,2,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-15,Dyson Daniels,35,7,12,7,0,2
adidas Dame 9,adidas Dame 9,2025-04-13,Andre Jackson Jr.,36,9,3,4,0,0
adidas Dame 9,adidas Dame 9,2025-04-13,Dillon Jones,36,13,10,1,1,0
adidas Dame 9,adidas Dame 9,2025-04-13,Rayan Rupert,27,13,10,1,1,1
adidas Dame 9,adidas Dame 9,2025-04-11,Ognjen Dobric,12,0,1,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-11,Codi Miller-McIntyre,35,26,1,2,0,0
adidas Dame 9,adidas Dame 9,2025-04-11,Kostas Sloukas,25,4,1,4,0,0
adidas Dame 9,adidas Dame 9,2025-04-11,Alessandro Pajola,15,0,1,6,0,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-11,Tomas Satoransky,29,11,5,9,0,0
adidas Dame 9,adidas Dame 9,2025-04-11,Dyson Daniels,36,8,10,8,3,2
adidas Dame 9,adidas Dame 9,2025-04-11,Braxton Key,3,2,1,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-11,Rayan Rupert,24,15,2,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-11,Dillon Jones,32,8,7,4,2,0
adidas Dame 9,adidas Dame 9 Bape,2025-04-10,Collin Malcolm,20,7,1,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-10,David Mc Cormack,19,12,6,0,1,0
adidas Dame 9,adidas Dame 9,2025-04-10,Jonas Mattisseck,13,2,1,0,1,0
adidas Dame 9,adidas Dame 9,2025-04-10,Justin Bean,21,14,3,1,2,0
adidas Dame 9,adidas Dame 9,2025-04-10,Louis Olinde,20,0,2,6,0,1
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-10,Malte Delow,16,9,4,2,1,0
adidas Dame 9,adidas Dame 9,2025-04-10,Will McDowell-White,19,4,1,3,1,0
adidas Dame 9,adidas Dame 9,2025-04-10,Yannick Wetzell,18,3,5,2,0,0
adidas Dame 9,adidas Dame 9,2025-04-10,Wade Baldwin IV,20,11,3,0,2,0
adidas Dame 9,adidas Dame 9,2025-04-10,Marko Guduric,22,3,1,4,3,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-10,Shabazz Napier,23,3,6,4,0,0
adidas Dame 9,adidas Dame 9,2025-04-10,Ziaire Williams,15,9,1,0,2,0
adidas Dame 9,adidas Dame 9,2025-04-10,Dyson Daniels,28,10,9,9,3,0
adidas Dame 9,adidas Dame 9,2025-04-10,Andre Jackson Jr.,7,6,0,0,0,1
adidas Dame 9,adidas Dame 9,2025-04-09,Rayan Rupert,34,19,4,2,2,0
adidas Dame 9,adidas Dame 9,2025-04-09,Dillon Jones,19,2,3,0,0,1
adidas Dame 9,adidas Dame 9,2025-04-09,Trentyn Flowers,0,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-08,Trentyn Flowers,1,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-08,Braxton Key,6,1,1,0,2,0
adidas Dame 9,adidas Dame 9,2025-04-08,Dillon Jones,1,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-08,Ziaire Williams,16,9,4,1,0,2
adidas Dame 9,adidas Dame 9,2025-04-08,Dyson Daniels,33,15,5,3,1,2
adidas Dame 9,adidas Dame 9,2025-04-06,Andre Jackson Jr.,6,0,3,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-06,Dyson Daniels,36,19,6,6,3,0
adidas Dame 9,adidas Dame 9,2025-04-06,Dillon Jones,5,0,5,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-06,Ziaire Williams,23,11,4,1,2,2
adidas Dame 9,adidas Dame 9,2025-04-06,Rayan Rupert,24,7,1,3,3,0
adidas Dame 9,adidas Dame 9,2025-04-05,Andre Jackson Jr.,3,0,1,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-05,Dyson Daniels,26,12,2,1,2,1
adidas Dame 9,adidas Dame 9,2025-04-04,Yannick Wetzell,21,19,6,1,2,0
adidas Dame 9,adidas Dame 9,2025-04-04,Ognjen Dobric,15,0,2,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-04,Will McDowell-White,15,7,0,10,0,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-04,Malte Delow,18,3,4,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-04,Louis Olinde,17,5,2,2,1,1
adidas Dame 9,adidas Dame 9,2025-04-04,Jonas Mattisseck,8,2,2,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-04,David Mc Cormack,12,8,2,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-04,Codi Miller-McIntyre,32,15,3,7,1,0
adidas Dame 9,adidas Dame 9,2025-04-04,Dillon Jones,2,0,0,1,0,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-04,Shavon Shields,16,8,2,2,0,0
adidas Dame 9,adidas Dame 9,2025-04-04,Braxton Key,0,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-04,Rayan Rupert,20,7,4,0,2,1
adidas Dame 9,adidas Dame 9,2025-04-03,Collin Malcolm,18,8,0,1,1,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-04-03,Shabazz Napier,19,17,2,3,2,0
adidas Dame 9,adidas Dame 9,2025-04-03,Kostas Sloukas,21,3,0,3,0,0
adidas Dame 9,adidas Dame 9,2025-04-03,Andre Jackson Jr.,1,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-03,Rayan Rupert,12,5,3,0,0,0
adidas Dame 9,adidas Dame 9,2025-04-02,Dyson Daniels,32,17,6,5,1,0
adidas Dame 9,adidas Dame 9,2025-04-02,Dillon Jones,10,0,0,2,1,0
adidas Dame 9,adidas Dame 9,2025-04-02,Marko Guduric,16,5,1,4,0,0
adidas Dame 9,adidas Dame 9 Bape,2025-04-02,Wade Baldwin IV,22,14,5,1,0,0
adidas Dame 9,adidas Dame 9,2025-04-01,Dyson Daniels,36,22,10,1,3,2
adidas Dame 9,adidas Dame 9,2025-04-01,Rayan Rupert,1,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-03-31,Dillon Jones,7,5,4,2,0,0
adidas Dame 9,adidas Dame 9,2025-03-31,Ziaire Williams,25,11,2,0,0,0
adidas Dame 9,adidas Dame 9,2025-03-30,Andre Jackson Jr.,11,1,3,1,1,0
adidas Dame 9,adidas Dame 9,2025-03-30,Dyson Daniels,33,22,9,6,5,0
adidas Dame 9,adidas Dame 9,2025-03-30,Rayan Rupert,1,0,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-03-29,Ziaire Williams,24,0,3,2,2,0
adidas Dame 9,adidas Dame 9,2025-03-29,Dillon Jones,12,2,3,1,2,0
adidas Dame 9,adidas Dame 9,2025-03-28,Wade Baldwin IV,24,11,1,5,1,0
adidas Dame 9,adidas Dame 9,2025-03-28,Sertac Sanli,5,3,1,0,0,0
adidas Dame 9,adidas Dame 9,2025-03-28,Marko Guduric,18,10,4,1,0,1
adidas Dame 9,adidas Dame 9,2025-03-28,Devon Hall,19,10,2,1,0,0
adidas Dame 9,adidas Dame 9,2025-03-28,Ognjen Dobric,5,0,1,1,0,0
adidas Dame 9,adidas Dame 9,2025-03-28,Will McDowell-White,20,2,1,2,1,0
adidas Dame 9,adidas Dame 9 Metamorphosis,2025-03-28,Matteo Spagnolo,11,2,0,0,0,0
adidas Dame 9,adidas Dame 9,2025-03-28,Malte Delow,17,6,1,3,1,0
adidas Dame 9,adidas Dame 9 Bape,2025-03-28,Collin Malcolm,10,5,1,4,1,0
adidas Dame 9,adidas Dame 9,2025-03-28,Andre Jackson Jr.,0,0,0,0,0,0
