Shoe,Colorway,Date,Player,Min,Points,Rebounds,Assists,Steals,Blocks
Nike Book 1,Nike Book 1,2025-04-27,Franz Wagner,39,24,6,7,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-27,Cory Joseph,27,12,3,6,1,0
Nike Book 1,Nike Book 1,2025-04-27,Mikal Bridges,43,8,6,1,3,1
Nike Book 1,Nike Book 1 Moss Point,2025-04-27,Miles McBride,18,5,1,0,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-27,Mitchell Robinson,9,0,3,0,0,0
Nike Book 1,Nike Book 1 Sunrise,2025-04-26,Jaylon Tyson,5,7,2,2,1,0
Nike Book 1,Nike Book 1 Halloween,2025-04-26,Ty Jerome,21,13,3,11,2,0
Nike Book 1,Nike Book 1 Black Label,2025-04-26,Vince Williams Jr.,18,11,4,3,1,0
Nike Book 1,Nike Book 1 Haven,2025-04-25,Elie Okobo,27,11,2,8,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-25,Youssoupha Fall,8,0,1,0,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-25,Alex Len,0,0,0,0,0,0
Nike Book 1,Nike Book 1,2025-04-25,Franz Wagner,37,32,7,8,2,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-25,Cory Joseph,27,6,3,1,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-25,Anthony Black,13,9,2,0,2,0
Nike Book 1,Nike Book 1 Sunrise,2025-04-24,Nadir Hifi,19,15,2,1,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-24,Ercan Osmani,15,2,2,1,0,0
Nike Book 1,Nike Book 1 Halloween,2025-04-24,Derek Willis,14,2,1,0,0,0
Nike Book 1,Nike Book 1 Python,2025-04-24,Cedi Osman,24,16,1,0,0,1
Nike Book 1,Nike Book 1 Sedona,2025-04-24,Cam Christie,3,0,1,0,0,0
Nike Book 1,Nike Book 1,2025-04-24,Mikal Bridges,38,20,7,3,3,2
Nike Book 1,Nike Book 1 Moss Point,2025-04-24,Miles McBride,9,3,1,0,0,0
Nike Book 1,Nike Book 1 Sedona,2025-04-24,Mitchell Robinson,15,2,4,0,2,0
Nike Book 1,Nike Book 1 Sedona,2025-04-23,Dario Brizuela,21,13,1,2,0,0
Nike Book 1,Nike Book 1 Haven,2025-04-23,Elie Okobo,29,19,2,7,2,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-23,Youssoupha Fall,18,13,14,0,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-23,Ty Jerome,23,6,3,0,1,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-23,Cory Joseph,22,7,1,3,2,1
Nike Book 1,Nike Book 1,2025-04-23,Franz Wagner,40,25,4,4,2,0
Nike Book 1,Nike Book 1 Halloween,2025-04-22,Derek Willis,21,11,3,2,0,0
Nike Book 1,Nike Book 1 Sunset,2025-04-22,Nadir Hifi,22,21,1,0,0,0
Nike Book 1,Nike Book 1,2025-04-22,Mikael Jantunen,28,3,5,2,1,0
Nike Book 1,Nike Book 1 Sedona,2025-04-22,TJ Shorts,28,17,2,7,1,0
Nike Book 1,Nike Book 1 Python,2025-04-22,Cedi Osman,21,11,4,1,1,0
Nike Book 1,Nike Book 1 Black Label,2025-04-21,Mitchell Robinson,20,0,7,1,0,0
Nike Book 1,Nike Book 1 Moss Point,2025-04-21,Miles McBride,13,8,1,0,0,0
Nike Book 1,Nike Book 1,2025-04-21,Mikal Bridges,38,19,5,0,3,0
Nike Book 1,Nike Book 1,2025-04-20,Franz Wagner,36,23,3,5,1,2
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-20,Cory Joseph,26,0,0,2,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-20,Anthony Black,13,3,4,0,0,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-20,Ty Jerome,26,28,5,3,0,0
Nike Book 1,Nike Book 1 Flagstaff,2025-04-20,Jaylon Tyson,1,0,1,0,0,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-20,Chuma Okeke,1,0,0,0,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-19,Mitchell Robinson,17,6,6,0,1,2
Nike Book 1,Nike Book 1 Moss Point,2025-04-19,Miles McBride,15,0,1,4,1,0
Nike Book 1,Nike Book 1,2025-04-19,Mikal Bridges,28,8,2,2,0,2
Nike Book 1,Nike Book 1 Black Label,2025-04-19,Alex Len,3,0,4,0,0,0
Nike Book 1,Nike Book 1 Hike,2025-04-18,Mouhamed Gueye,14,3,2,1,0,1
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-15,Isaiah Canaan,24,6,3,2,1,0
Nike Book 1,Nike Book 1,2025-04-15,Mikael Jantunen,28,6,7,1,0,1
Nike Book 1,Nike Book 1 Sunset,2025-04-15,Nadir Hifi,21,15,4,4,0,0
Nike Book 1,Nike Book 1,2025-04-15,TJ Shorts,30,23,2,9,0,0
Nike Book 1,Nike Book 1,2025-04-15,Franz Wagner,33,13,13,3,2,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-15,Cory Joseph,18,9,0,2,0,1
Nike Book 1,Nike Book 1 Hike,2025-04-15,Mouhamed Gueye,25,12,4,2,1,1
Nike Book 1,Nike Book 1,2025-04-13,Marcus Bagley,43,10,15,1,4,1
Nike Book 1,Nike Book 1 Flagstaff,2025-04-13,Jaylon Tyson,46,31,7,4,3,1
Nike Book 1,Nike Book 1 Mowabb,2025-04-13,Chuma Okeke,21,3,4,2,0,1
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-13,Enrique Freeman,31,8,8,1,1,1
Nike Book 1,Nike Book 1 Sunrise,2025-04-13,Anton Watson,1,0,0,0,0,0
Nike Book 1,Nike Book 1,2025-04-13,Mikal Bridges,0,0,0,0,0,0
Nike Book 1,Nike Book 1 Sedona,2025-04-13,Miles McBride,29,17,4,8,3,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-13,Keaton Wallace,37,15,11,15,5,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-13,Garrison Mathews,36,12,4,1,0,1
Nike Book 1,Nike Book 1 Haven,2025-04-13,Mouhamed Gueye,7,3,4,0,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-13,Alex Ducas,14,5,5,1,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-13,Alex Len,13,4,2,1,0,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-11,Tornike Shengelia,28,17,1,0,2,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-11,Youssoupha Fall,6,0,1,0,0,0
Nike Book 1,Nike Book 1 Python,2025-04-11,Cedi Osman,22,9,1,0,0,0
Nike Book 1,Nike Book 1,2025-04-11,Marcus Bagley,38,20,10,5,1,2
Nike Book 1,Nike Book 1 Hike,2025-04-11,Mouhamed Gueye,33,10,18,2,3,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-11,Cory Joseph,6,2,1,5,1,0
Nike Book 1,Nike Book 1,2025-04-11,Devin Booker,28,18,3,5,0,1
Nike Book 1,Nike Book 1 Flagstaff,2025-04-11,Jaylon Tyson,21,7,5,1,1,0
Nike Book 1,Nike Book 1 Sedona,2025-04-11,Mitchell Robinson,32,8,7,2,2,1
Nike Book 1,Nike Book 1 Sedona,2025-04-11,Miles McBride,17,12,1,1,1,0
Nike Book 1,Nike Book 1,2025-04-11,Mikal Bridges,36,17,2,8,1,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-11,Enrique Freeman,10,4,3,0,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-11,Alex Ducas,14,2,2,1,0,0
Nike Book 1,Nike Book 1 Python,2025-04-11,Kevin Huerter,30,7,4,6,2,0
Nike Book 1,Nike Book 1 Mowabb,2025-04-11,Trevelin Queen,29,25,5,4,3,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-10,Sander Raieste,20,7,3,2,0,0
Nike Book 1,Nike Book 1 Sunrise,2025-04-10,Khalifa Diop,9,8,3,0,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-10,Ousmane Diop,14,11,7,2,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-10,Nikola Mirotic,24,23,10,3,2,1
Nike Book 1,Nike Book 1 Black Label,2025-04-10,Giampaolo Ricci,23,7,3,2,0,1
Nike Book 1,Nike Book 1 Sunrise,2025-04-10,TJ Shorts,23,10,1,7,0,0
Nike Book 1,Nike Book 1,2025-04-10,Mikael Jantunen,24,15,6,0,0,1
Nike Book 1,Nike Book 1 Hike,2025-04-10,Mouhamed Gueye,22,5,12,1,1,0
Nike Book 1,Nike Book 1 Black Label,2025-04-10,Keaton Wallace,3,0,0,1,0,0
Nike Book 1,Nike Book 1,2025-04-10,Roman Sorkin,21,16,0,3,0,1
Nike Book 1,Nike Book 1 Flagstaff,2025-04-10,Jaylon Tyson,8,0,1,0,0,0
Nike Book 1,Nike Book 1 Halloween,2025-04-10,Ty Jerome,25,24,2,6,0,1
Nike Book 1,Nike Book 1,2025-04-10,Mikal Bridges,32,17,2,7,2,1
Nike Book 1,Nike Book 1 Sedona,2025-04-10,Miles McBride,38,12,2,6,4,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-09,Cam Christie,0,0,0,0,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-09,Devin Vassell,27,11,5,3,1,0
Nike Book 1,Nike Book 1,2025-04-09,Devin Booker,39,20,6,14,1,0
Nike Book 1,Nike Book 1,2025-04-09,Marcus Bagley,27,4,8,2,0,1
Nike Book 1,Nike Book 1 Mowabb,2025-04-09,Trevelin Queen,5,1,2,0,0,0
Nike Book 1,Nike Book 1 Haven,2025-04-09,Franz Wagner,25,23,8,2,2,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-09,Cory Joseph,18,3,1,3,0,0
Nike Book 1,Nike Book 1 Hike,2025-04-09,Taj Gibson,17,2,5,0,0,2
Nike Book 1,Nike Book 1 Mowabb,2025-04-09,Miles Norris,19,6,3,0,2,0
Nike Book 1,Nike Book 1 Black Label,2025-04-08,Devin Vassell,24,7,1,2,2,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-08,Cam Christie,1,0,0,0,0,0
Nike Book 1,Nike Book 1,2025-04-08,Devin Booker,29,21,3,4,0,1
Nike Book 1,Nike Book 1 Haven,2025-04-08,Franz Wagner,39,22,6,6,2,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-08,Cory Joseph,26,8,5,1,2,0
Nike Book 1,Nike Book 1 Hike,2025-04-08,Mouhamed Gueye,18,6,5,2,1,3
Nike Book 1,Nike Book 1 Mowabb,2025-04-08,Jaylon Tyson,3,5,2,0,0,0
Nike Book 1,Nike Book 1 Mowabb,2025-04-08,Chuma Okeke,3,2,0,0,0,0
Nike Book 1,Nike Book 1,2025-04-08,Mikal Bridges,37,14,4,4,0,1
Nike Book 1,Nike Book 1 Sedona,2025-04-08,Miles McBride,20,5,5,1,1,0
Nike Book 1,Nike Book 1 Black Label,2025-04-08,Mitchell Robinson,15,4,7,1,1,2
Nike Book 1,Nike Book 1,2025-04-07,Marcus Bagley,23,6,6,0,1,1
Nike Book 1,Nike Book 1,2025-04-06,Devin Booker,40,40,4,3,1,0
Nike Book 1,Nike Book 1 Black Label,2025-04-06,Mitchell Robinson,12,2,2,1,1,1
Nike Book 1,Nike Book 1 Sedona,2025-04-06,Miles McBride,15,8,0,2,2,0
Nike Book 1,Nike Book 1,2025-04-06,Mikal Bridges,39,22,6,4,0,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-06,Mouhamed Gueye,10,8,3,1,0,1
Nike Book 1,Nike Book 1 Python,2025-04-06,Kevin Huerter,28,13,1,3,1,0
Nike Book 1,Nike Book 1 Black Label,2025-04-06,Devin Vassell,31,21,7,2,3,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-06,Ty Jerome,23,20,4,2,1,0
Nike Book 1,Nike Book 1 Haven,2025-04-05,Mouhamed Gueye,17,6,3,1,0,1
Nike Book 1,Nike Book 1 Black Label,2025-04-05,Keaton Wallace,6,2,1,3,1,1
Nike Book 1,Nike Book 1,2025-04-05,Marcus Bagley,20,6,5,1,1,1
Nike Book 1,Nike Book 1,2025-04-05,Mikal Bridges,32,20,3,5,0,0
Nike Book 1,Nike Book 1 Sedona,2025-04-05,Cam Christie,7,2,3,1,0,1
Nike Book 1,Nike Book 1 Black Label,2025-04-04,Giampaolo Ricci,25,10,6,0,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-04,Tornike Shengelia,19,14,4,3,0,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-04,David Lighty,16,0,0,0,0,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-04,Sander Raieste,18,2,4,2,0,0
Nike Book 1,Nike Book 1 Sunrise,2025-04-04,Khalifa Diop,13,10,2,0,0,3
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-04,Isaiah Canaan,21,21,0,0,0,0
Nike Book 1,Nike Book 1 Sedona,2025-04-04,Jusuf Nurkic,24,8,8,3,0,1
Nike Book 1,Nike Book 1 Flagstaff,2025-04-04,Damion Lee,1,0,0,0,0,0
Nike Book 1,Nike Book 1,2025-04-04,Devin Booker,38,37,5,6,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-04,Royce O'Neale,29,12,6,2,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-04,Devin Vassell,36,24,4,3,4,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-04,Nikola Mirotic,22,5,3,1,2,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-04,Ousmane Diop,10,3,1,0,0,0
Nike Book 1,Nike Book 1 Sunrise,2025-04-04,Cam Christie,6,3,2,0,2,0
Nike Book 1,Nike Book 1 Flagstaff,2025-04-04,Kevin Huerter,34,9,2,1,0,1
Nike Book 1,Nike Book 1,2025-04-03,Roman Sorkin,27,10,8,1,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-03,Omer Mayer,13,11,1,3,1,0
Nike Book 1,Nike Book 1 Sunset,2025-04-03,Nadir Hifi,21,23,1,3,1,0
Nike Book 1,Nike Book 1,2025-04-03,Mikael Jantunen,28,13,4,0,0,0
Nike Book 1,Nike Book 1 Python,2025-04-03,Cedi Osman,21,7,1,2,0,0
Nike Book 1,Nike Book 1 Haven,2025-04-03,Elie Okobo,29,13,6,6,0,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-03,Cory Joseph,25,8,2,1,1,0
Nike Book 1,Nike Book 1 Haven,2025-04-03,Franz Wagner,33,27,5,5,1,0
Nike Book 1,Nike Book 1 Sedona,2025-04-02,Dario Brizuela,20,5,0,1,0,0
Nike Book 1,Nike Book 1 Sedona,2025-04-02,Dame Sarr,8,0,2,2,1,0
Nike Book 1,Nike Book 1 Haven,2025-04-02,Youssoupha Fall,13,4,3,0,0,1
Nike Book 1,Nike Book 1 Sedona,2025-04-02,Jusuf Nurkic,20,13,5,1,0,0
Nike Book 1,Nike Book 1 Flagstaff,2025-04-02,Jaylon Tyson,2,0,1,1,0,0
Nike Book 1,Nike Book 1,2025-04-02,Mikal Bridges,35,8,2,3,1,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-02,Cam Christie,2,0,0,0,0,0
Nike Book 1,Nike Book 1 Haven,2025-04-02,Mouhamed Gueye,14,11,5,0,0,1
Nike Book 1,Nike Book 1,2025-04-01,Devin Booker,43,39,3,11,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-01,Mitchell Robinson,20,14,14,0,1,2
Nike Book 1,Nike Book 1,2025-04-01,Marcus Bagley,19,9,8,0,0,1
Nike Book 1,Nike Book 1 Haven,2025-04-01,Mouhamed Gueye,10,0,2,0,2,1
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-04-01,Franz Wagner,36,24,5,7,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-04-01,Cory Joseph,18,6,2,1,0,0
Nike Book 1,Nike Book 1 Black Label,2025-04-01,Devin Vassell,33,11,4,0,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-04-01,Kevin Huerter,33,16,2,1,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-31,Franz Wagner,39,21,5,6,2,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-31,Cory Joseph,28,10,5,3,2,0
Nike Book 1,Nike Book 1 Black Label,2025-03-30,Mitchell Robinson,13,2,4,2,0,2
Nike Book 1,Nike Book 1 Black Label,2025-03-30,Devin Vassell,20,12,3,3,0,0
Nike Book 1,Nike Book 1 Sunrise,2025-03-30,Nick Richards,18,6,5,0,1,0
Nike Book 1,Nike Book 1 Sunset,2025-03-30,Devin Booker,30,28,3,3,0,0
Nike Book 1,Nike Book 1 Flagstaff,2025-03-30,Damion Lee,7,6,0,1,1,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-30,Mouhamed Gueye,19,9,9,1,0,0
Nike Book 1,Nike Book 1,2025-03-30,Marcus Bagley,25,4,7,0,0,2
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-29,Franz Wagner,23,21,2,3,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-29,Cory Joseph,22,3,7,6,1,0
Nike Book 1,Nike Book 1,2025-03-29,Marcus Bagley,18,2,5,0,1,3
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-29,Kevin Huerter,32,8,3,6,0,0
Nike Book 1,Nike Book 1 Black Label,2025-03-29,Devin Vassell,37,14,5,3,1,0
Nike Book 1,Nike Book 1 Halloween,2025-03-28,Derek Willis,7,2,1,1,0,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-28,Khalifa Diop,6,8,2,0,0,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-28,Sander Raieste,8,0,0,0,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-28,Omer Mayer,0,0,0,0,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-28,Roman Sorkin,37,22,3,3,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-28,Tornike Shengelia,23,15,3,5,3,1
Nike Book 1,Nike Book 1 Python,2025-03-28,Cedi Osman,23,10,3,1,1,1
Nike Book 1,Nike Book 1 CHBL,2025-03-28,Nadir Hifi,21,13,2,3,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-28,Christian Braun,27,16,4,2,1,0
Nike Book 1,Nike Book 1 Black Label,2025-03-28,Mitchell Robinson,18,2,10,1,1,0
Nike Book 1,Nike Book 1,2025-03-28,Royce O'Neale,24,21,2,2,0,0
Nike Book 1,Nike Book 1 Sunset,2025-03-28,Devin Booker,39,10,0,6,1,0
Nike Book 1,Nike Book 1 Sedona,2025-03-27,Dario Brizuela,27,27,1,3,0,0
Nike Book 1,Nike Book 1 Halloween,2025-03-27,Dame Sarr,17,13,2,3,2,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-27,Nikola Mirotic,29,28,9,0,1,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-27,Tyrique Jones,17,8,6,2,1,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-27,Giampaolo Ricci,12,3,4,1,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-27,Youssoupha Fall,15,7,5,0,0,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-27,Kevin Huerter,39,21,6,5,1,0
Nike Book 1,Nike Book 1 Halloween,2025-03-27,Tarik Black,9,2,0,0,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-27,David Lighty,24,8,4,2,1,0
Nike Book 1,Nike Book 1 Haven,2025-03-27,Elie Okobo,24,6,0,3,2,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-27,Franz Wagner,35,20,9,2,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-27,Cory Joseph,21,6,2,1,0,0
Nike Book 1,Nike Book 1 Black Label,2025-03-27,Devin Vassell,36,22,3,4,1,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-26,Isaiah Canaan,15,9,1,1,1,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-26,Roman Sorkin,26,12,4,1,1,2
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-26,Tornike Shengelia,25,13,3,3,0,0
Nike Book 1,Nike Book 1,2025-03-26,Devin Booker,34,14,7,10,0,0
Nike Book 1,Nike Book 1,2025-03-26,Damion Lee,6,3,1,0,0,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-26,Khalifa Diop,21,10,4,0,0,1
Nike Book 1,Nike Book 1 Halloween,2025-03-26,Derek Willis,4,5,1,0,0,0
Nike Book 1,Nike Book 1,2025-03-26,Marcus Bagley,18,4,4,1,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-26,Christian Braun,37,19,10,6,2,0
Nike Book 1,Nike Book 1 Black Label,2025-03-26,Mitchell Robinson,12,0,2,1,0,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-25,Nikola Mirotic,23,14,4,5,2,1
Nike Book 1,Nike Book 1 Flagstaff,2025-03-25,Giampaolo Ricci,8,0,2,0,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-25,David Lighty,25,8,4,0,2,0
Nike Book 1,Nike Book 1 Flagstaff,2025-03-25,Max Strus,26,5,2,3,0,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-25,Ty Jerome,20,25,2,3,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-25,Garrison Mathews,6,0,0,1,0,0
Nike Book 1,Nike Book 1,2025-03-25,Mouhamed Gueye,8,4,4,1,0,0
Nike Book 1,Nike Book 1 Sunrise,2025-03-25,Nadir Hifi,24,19,5,3,0,0
Nike Book 1,Nike Book 1 Black Label,2025-03-25,Devin Vassell,32,26,6,1,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-25,Jusuf Nurkic,19,5,5,3,0,2
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-25,Cory Joseph,18,5,3,2,1,0
Nike Book 1,Nike Book 1 Haven,2025-03-25,Franz Wagner,35,26,8,4,0,0
Nike Book 1,Nike Book 1,2025-03-24,Devin Booker,39,19,7,12,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-24,Kevin Huerter,36,9,1,6,2,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-24,Chuma Okeke,32,12,9,4,1,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-24,Franz Wagner,38,32,5,9,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-24,Cory Joseph,17,5,4,5,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-24,Ben Sheppard,15,2,3,1,0,0
Nike Book 1,Nike Book 1 Flagstaff,2025-03-23,Max Strus,18,7,3,2,0,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-23,Ty Jerome,19,12,3,3,1,0
Nike Book 1,Nike Book 1 Black Label,2025-03-23,Devin Vassell,29,25,6,3,2,1
Nike Book 1,Nike Book 1 Mowabb,2025-03-23,Chuma Okeke,34,8,8,2,0,0
Nike Book 1,Nike Book 1,2025-03-23,Mouhamed Gueye,13,6,1,2,0,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-23,Jusuf Nurkic,15,5,3,2,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-22,Ben Sheppard,8,0,1,0,0,0
Nike Book 1,Nike Book 1,2025-03-22,Mouhamed Gueye,14,2,4,0,0,1
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-22,Kevin Huerter,33,14,3,2,1,1
Nike Book 1,Nike Book 1 Black Label,2025-03-22,Alex Len,6,0,1,0,0,0
Nike Book 1,Nike Book 1 Black Label,2025-03-22,Mitchell Robinson,17,4,5,1,0,1
Nike Book 1,Nike Book 1 Haven,2025-03-21,Youssoupha Fall,9,2,2,0,0,1
Nike Book 1,Nike Book 1 Halloween,2025-03-21,Derek Willis,8,3,3,0,0,0
Nike Book 1,Nike Book 1 Sedona,2025-03-21,Dario Brizuela,21,20,2,1,1,0
Nike Book 1,Nike Book 1 Python,2025-03-21,Cedi Osman,4,2,1,0,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-21,Franz Wagner,24,21,8,5,0,1
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-21,Cory Joseph,22,11,2,1,0,0
Nike Book 1,Nike Book 1 Black Label,2025-03-21,Devin Vassell,37,20,5,7,3,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-21,Chuma Okeke,31,7,3,3,2,1
Nike Book 1,Nike Book 1,2025-03-21,Alex Ducas,6,3,0,0,2,0
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-21,Jusuf Nurkic,23,6,9,5,1,1
Nike Book 1,Nike Book 1,2025-03-21,Devin Booker,38,17,2,10,0,0
Nike Book 1,Nike Book 1 Mowabb,2025-03-21,Ty Jerome,19,16,1,5,2,1
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-20,Roman Sorkin,26,12,7,2,0,1
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-20,Sander Raieste,2,0,0,0,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-20,Tornike Shengelia,22,7,1,1,0,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-20,Khalifa Diop,11,4,2,1,1,0
Nike Book 1,Nike Book 1 Black Label,2025-03-20,Alex Len,17,10,9,1,1,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-20,Kevin Huerter,37,25,5,7,4,1
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-20,Isaiah Canaan,27,12,2,0,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-20,Ben Sheppard,22,0,8,2,1,1
Nike Book 1,Nike Book 1 The Nightmare Before Christmas,2025-03-20,Jusuf Nurkic,14,9,7,0,0,0
Nike Book 1,Nike Book 1 Sedona,2025-03-20,Miles McBride,35,9,3,6,0,1
Nike Book 1,Nike Book 1,2025-03-19,Franz Wagner,38,20,8,7,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-19,Cory Joseph,26,13,1,2,2,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-19,Ben Sheppard,25,5,6,1,1,0
Nike Book 1,Nike Book 1,2025-03-19,P.J. Tucker,1,0,0,0,0,0
Nike Book 1,Nike Book 1 Forrest Gump Cortez,2025-03-19,Devin Vassell,33,10,4,3,0,4
Nike Book 1,Nike Book 1 Sedona,2025-03-19,Miles McBride,30,11,3,5,0,0
Nike Book 1,Nike Book 1 Sedona,2025-03-19,Mitchell Robinson,17,13,11,0,1,2
Nike Book 1,Nike Book 1,2025-03-19,Alex Ducas,14,3,4,1,1,0
Nike Book 1,Nike Book 1 Hike,2025-03-19,Kenrich Williams,24,13,5,1,1,1
Nike Book 1,Nike Book 1 Mowabb,2025-03-19,Chuma Okeke,37,14,15,2,0,1
Nike Book 1,Nike Book 1,2025-03-19,Devin Booker,36,41,4,7,0,0
Nike Book 1,Nike Book 1 Black Label,2025-03-19,Ty Jerome,26,14,1,6,1,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-18,Ousmane Diop,5,0,2,0,0,0
Nike Book 1,Nike Book 1 Rattlesnake,2025-03-18,Nikola Mirotic,22,6,4,1,0,0
